==== Linear Regression Iragarpenak ====
Instantzia 672: Iragarpena = irrelevant 
Instantzia 673: Iragarpena = neutral 
Instantzia 674: Iragarpena = irrelevant 
Instantzia 675: Iragarpena = irrelevant 
Instantzia 676: Iragarpena = negative 
Instantzia 677: Iragarpena = irrelevant 
Instantzia 678: Iragarpena = neutral 
Instantzia 679: Iragarpena = neutral 
Instantzia 680: Iragarpena = irrelevant 
Instantzia 681: Iragarpena = irrelevant 
Instantzia 682: Iragarpena = neutral 
Instantzia 683: Iragarpena = neutral 
Instantzia 684: Iragarpena = neutral 
Instantzia 685: Iragarpena = positive 
Instantzia 686: Iragarpena = positive 
Instantzia 687: Iragarpena = neutral 
Instantzia 688: Iragarpena = irrelevant 
Instantzia 689: Iragarpena = irrelevant 
Instantzia 690: Iragarpena = neutral 
Instantzia 691: Iragarpena = neutral 
Instantzia 692: Iragarpena = irrelevant 
Instantzia 693: Iragarpena = neutral 
Instantzia 694: Iragarpena = irrelevant 
Instantzia 695: Iragarpena = irrelevant 
Instantzia 696: Iragarpena = irrelevant 
Instantzia 697: Iragarpena = neutral 
Instantzia 698: Iragarpena = neutral 
Instantzia 699: Iragarpena = irrelevant 
Instantzia 700: Iragarpena = irrelevant 
Instantzia 701: Iragarpena = irrelevant 
Instantzia 702: Iragarpena = irrelevant 
Instantzia 703: Iragarpena = irrelevant 
Instantzia 704: Iragarpena = irrelevant 
Instantzia 705: Iragarpena = neutral 
Instantzia 706: Iragarpena = neutral 
Instantzia 707: Iragarpena = irrelevant 
Instantzia 708: Iragarpena = irrelevant 
Instantzia 709: Iragarpena = irrelevant 
Instantzia 710: Iragarpena = neutral 
Instantzia 711: Iragarpena = irrelevant 
Instantzia 712: Iragarpena = neutral 
Instantzia 713: Iragarpena = neutral 
Instantzia 714: Iragarpena = irrelevant 
Instantzia 715: Iragarpena = irrelevant 
Instantzia 716: Iragarpena = positive 
Instantzia 717: Iragarpena = irrelevant 
Instantzia 718: Iragarpena = irrelevant 
Instantzia 719: Iragarpena = neutral 
Instantzia 720: Iragarpena = irrelevant 
Instantzia 721: Iragarpena = neutral 
Instantzia 722: Iragarpena = positive 
Instantzia 723: Iragarpena = neutral 
Instantzia 724: Iragarpena = irrelevant 
Instantzia 725: Iragarpena = neutral 
Instantzia 726: Iragarpena = positive 
Instantzia 727: Iragarpena = neutral 
Instantzia 728: Iragarpena = neutral 
Instantzia 729: Iragarpena = neutral 
Instantzia 730: Iragarpena = neutral 
Instantzia 731: Iragarpena = irrelevant 
Instantzia 732: Iragarpena = irrelevant 
Instantzia 733: Iragarpena = irrelevant 
Instantzia 734: Iragarpena = neutral 
Instantzia 735: Iragarpena = neutral 
Instantzia 736: Iragarpena = neutral 
Instantzia 737: Iragarpena = neutral 
Instantzia 738: Iragarpena = negative 
Instantzia 739: Iragarpena = neutral 
Instantzia 740: Iragarpena = irrelevant 
Instantzia 741: Iragarpena = negative 
Instantzia 742: Iragarpena = negative 
Instantzia 743: Iragarpena = neutral 
Instantzia 744: Iragarpena = irrelevant 
Instantzia 745: Iragarpena = irrelevant 
Instantzia 746: Iragarpena = negative 
Instantzia 747: Iragarpena = negative 
Instantzia 748: Iragarpena = neutral 
Instantzia 749: Iragarpena = neutral 
Instantzia 750: Iragarpena = neutral 
Instantzia 751: Iragarpena = irrelevant 
Instantzia 752: Iragarpena = irrelevant 
Instantzia 753: Iragarpena = neutral 
Instantzia 754: Iragarpena = irrelevant 
Instantzia 755: Iragarpena = neutral 
Instantzia 756: Iragarpena = irrelevant 
Instantzia 757: Iragarpena = irrelevant 
Instantzia 758: Iragarpena = negative 
Instantzia 759: Iragarpena = neutral 
Instantzia 760: Iragarpena = neutral 
Instantzia 761: Iragarpena = irrelevant 
Instantzia 762: Iragarpena = irrelevant 
Instantzia 763: Iragarpena = irrelevant 
Instantzia 764: Iragarpena = positive 
Instantzia 765: Iragarpena = neutral 
Instantzia 766: Iragarpena = positive 
Instantzia 767: Iragarpena = neutral 
Instantzia 768: Iragarpena = neutral 
Instantzia 769: Iragarpena = irrelevant 
Instantzia 770: Iragarpena = irrelevant 
Instantzia 771: Iragarpena = neutral 
Instantzia 772: Iragarpena = neutral 
Instantzia 773: Iragarpena = irrelevant 
Instantzia 774: Iragarpena = irrelevant 
Instantzia 775: Iragarpena = neutral 
Instantzia 776: Iragarpena = irrelevant 
Instantzia 777: Iragarpena = irrelevant 
Instantzia 778: Iragarpena = irrelevant 
Instantzia 779: Iragarpena = neutral 
Instantzia 780: Iragarpena = neutral 
Instantzia 781: Iragarpena = negative 
Instantzia 782: Iragarpena = neutral 
Instantzia 783: Iragarpena = negative 
Instantzia 784: Iragarpena = negative 
Instantzia 785: Iragarpena = negative 
Instantzia 786: Iragarpena = neutral 
Instantzia 787: Iragarpena = neutral 
Instantzia 788: Iragarpena = positive 
Instantzia 789: Iragarpena = irrelevant 
Instantzia 790: Iragarpena = irrelevant 
Instantzia 791: Iragarpena = neutral 
Instantzia 792: Iragarpena = irrelevant 
Instantzia 793: Iragarpena = neutral 
Instantzia 794: Iragarpena = irrelevant 
Instantzia 795: Iragarpena = irrelevant 
Instantzia 796: Iragarpena = neutral 
Instantzia 797: Iragarpena = irrelevant 
Instantzia 798: Iragarpena = irrelevant 
Instantzia 799: Iragarpena = irrelevant 
Instantzia 800: Iragarpena = neutral 
Instantzia 801: Iragarpena = irrelevant 
Instantzia 802: Iragarpena = neutral 
Instantzia 803: Iragarpena = neutral 
Instantzia 804: Iragarpena = irrelevant 
Instantzia 805: Iragarpena = neutral 
Instantzia 806: Iragarpena = neutral 
Instantzia 807: Iragarpena = neutral 
Instantzia 808: Iragarpena = neutral 
Instantzia 809: Iragarpena = irrelevant 
Instantzia 810: Iragarpena = negative 
Instantzia 811: Iragarpena = irrelevant 
Instantzia 812: Iragarpena = neutral 
Instantzia 813: Iragarpena = neutral 
Instantzia 814: Iragarpena = irrelevant 
Instantzia 815: Iragarpena = neutral 
Instantzia 816: Iragarpena = irrelevant 
Instantzia 817: Iragarpena = irrelevant 
Instantzia 818: Iragarpena = irrelevant 
Instantzia 819: Iragarpena = neutral 
Instantzia 820: Iragarpena = neutral 
Instantzia 821: Iragarpena = neutral 
Instantzia 822: Iragarpena = neutral 
Instantzia 823: Iragarpena = neutral 
Instantzia 824: Iragarpena = neutral 
Instantzia 825: Iragarpena = irrelevant 
Instantzia 826: Iragarpena = irrelevant 
Instantzia 827: Iragarpena = irrelevant 
Instantzia 828: Iragarpena = neutral 
Instantzia 829: Iragarpena = irrelevant 
Instantzia 830: Iragarpena = neutral 
Instantzia 831: Iragarpena = neutral 
Instantzia 832: Iragarpena = neutral 
Instantzia 833: Iragarpena = irrelevant 
Instantzia 834: Iragarpena = irrelevant 
Instantzia 835: Iragarpena = irrelevant 
Instantzia 836: Iragarpena = neutral 
Instantzia 837: Iragarpena = neutral 
Instantzia 838: Iragarpena = irrelevant 
Instantzia 839: Iragarpena = negative 
Instantzia 840: Iragarpena = irrelevant 
Instantzia 841: Iragarpena = neutral 
Instantzia 842: Iragarpena = neutral 
Instantzia 843: Iragarpena = neutral 
Instantzia 844: Iragarpena = neutral 
Instantzia 845: Iragarpena = irrelevant 
Instantzia 846: Iragarpena = irrelevant 
Instantzia 847: Iragarpena = irrelevant 
Instantzia 848: Iragarpena = irrelevant 
Instantzia 849: Iragarpena = irrelevant 
Instantzia 850: Iragarpena = irrelevant 
Instantzia 851: Iragarpena = irrelevant 
Instantzia 852: Iragarpena = neutral 
Instantzia 853: Iragarpena = irrelevant 
Instantzia 854: Iragarpena = irrelevant 
Instantzia 855: Iragarpena = neutral 
Instantzia 856: Iragarpena = irrelevant 
Instantzia 857: Iragarpena = neutral 
Instantzia 858: Iragarpena = neutral 
Instantzia 859: Iragarpena = irrelevant 
Instantzia 860: Iragarpena = irrelevant 
Instantzia 861: Iragarpena = irrelevant 
Instantzia 862: Iragarpena = irrelevant 
Instantzia 863: Iragarpena = neutral 
Instantzia 864: Iragarpena = neutral 
Instantzia 865: Iragarpena = neutral 
Instantzia 866: Iragarpena = negative 
Instantzia 867: Iragarpena = irrelevant 
Instantzia 868: Iragarpena = irrelevant 
Instantzia 869: Iragarpena = neutral 
Instantzia 870: Iragarpena = neutral 
Instantzia 871: Iragarpena = neutral 
Instantzia 872: Iragarpena = neutral 
Instantzia 873: Iragarpena = negative 
Instantzia 874: Iragarpena = neutral 
Instantzia 875: Iragarpena = neutral 
Instantzia 876: Iragarpena = neutral 
Instantzia 877: Iragarpena = negative 
Instantzia 878: Iragarpena = neutral 
Instantzia 879: Iragarpena = irrelevant 
Instantzia 880: Iragarpena = neutral 
Instantzia 881: Iragarpena = neutral 
Instantzia 882: Iragarpena = irrelevant 
Instantzia 883: Iragarpena = irrelevant 
Instantzia 884: Iragarpena = neutral 
Instantzia 885: Iragarpena = irrelevant 
Instantzia 886: Iragarpena = neutral 
Instantzia 887: Iragarpena = negative 
Instantzia 888: Iragarpena = irrelevant 
Instantzia 889: Iragarpena = irrelevant 
Instantzia 890: Iragarpena = neutral 
Instantzia 891: Iragarpena = irrelevant 
Instantzia 892: Iragarpena = irrelevant 
Instantzia 893: Iragarpena = neutral 
Instantzia 894: Iragarpena = neutral 
Instantzia 895: Iragarpena = positive 
Instantzia 896: Iragarpena = irrelevant 
Instantzia 897: Iragarpena = neutral 
Instantzia 898: Iragarpena = negative 
Instantzia 899: Iragarpena = irrelevant 
Instantzia 900: Iragarpena = irrelevant 
Instantzia 901: Iragarpena = positive 
Instantzia 902: Iragarpena = positive 
Instantzia 903: Iragarpena = irrelevant 
Instantzia 904: Iragarpena = irrelevant 
Instantzia 905: Iragarpena = neutral 
Instantzia 906: Iragarpena = irrelevant 
Instantzia 907: Iragarpena = neutral 
Instantzia 908: Iragarpena = negative 
Instantzia 909: Iragarpena = irrelevant 
Instantzia 910: Iragarpena = negative 
Instantzia 911: Iragarpena = irrelevant 
Instantzia 912: Iragarpena = irrelevant 
Instantzia 913: Iragarpena = irrelevant 
Instantzia 914: Iragarpena = irrelevant 
Instantzia 915: Iragarpena = neutral 
Instantzia 916: Iragarpena = neutral 
Instantzia 917: Iragarpena = irrelevant 
Instantzia 918: Iragarpena = neutral 
Instantzia 919: Iragarpena = neutral 
Instantzia 920: Iragarpena = irrelevant 
Instantzia 921: Iragarpena = irrelevant 
Instantzia 922: Iragarpena = neutral 
Instantzia 923: Iragarpena = positive 
Instantzia 924: Iragarpena = irrelevant 
Instantzia 925: Iragarpena = irrelevant 
Instantzia 926: Iragarpena = irrelevant 
Instantzia 927: Iragarpena = irrelevant 
Instantzia 928: Iragarpena = irrelevant 
Instantzia 929: Iragarpena = neutral 
Instantzia 930: Iragarpena = irrelevant 
Instantzia 931: Iragarpena = neutral 
Instantzia 932: Iragarpena = negative 
Instantzia 933: Iragarpena = irrelevant 
Instantzia 934: Iragarpena = irrelevant 
Instantzia 935: Iragarpena = irrelevant 
Instantzia 936: Iragarpena = irrelevant 
