==== Linear Regression Iragarpenak ====
Instantzia 677: Iragarpena = irrelevant 
Instantzia 678: Iragarpena = irrelevant 
Instantzia 679: Iragarpena = neutral 
Instantzia 680: Iragarpena = neutral 
Instantzia 681: Iragarpena = irrelevant 
Instantzia 682: Iragarpena = positive 
Instantzia 683: Iragarpena = neutral 
Instantzia 684: Iragarpena = neutral 
Instantzia 685: Iragarpena = irrelevant 
Instantzia 686: Iragarpena = irrelevant 
Instantzia 687: Iragarpena = neutral 
Instantzia 688: Iragarpena = irrelevant 
Instantzia 689: Iragarpena = irrelevant 
Instantzia 690: Iragarpena = negative 
Instantzia 691: Iragarpena = neutral 
Instantzia 692: Iragarpena = irrelevant 
Instantzia 693: Iragarpena = neutral 
Instantzia 694: Iragarpena = irrelevant 
Instantzia 695: Iragarpena = irrelevant 
Instantzia 696: Iragarpena = neutral 
Instantzia 697: Iragarpena = neutral 
Instantzia 698: Iragarpena = neutral 
Instantzia 699: Iragarpena = neutral 
Instantzia 700: Iragarpena = neutral 
Instantzia 701: Iragarpena = irrelevant 
Instantzia 702: Iragarpena = neutral 
Instantzia 703: Iragarpena = irrelevant 
Instantzia 704: Iragarpena = neutral 
Instantzia 705: Iragarpena = negative 
Instantzia 706: Iragarpena = neutral 
Instantzia 707: Iragarpena = neutral 
Instantzia 708: Iragarpena = positive 
Instantzia 709: Iragarpena = neutral 
Instantzia 710: Iragarpena = irrelevant 
Instantzia 711: Iragarpena = neutral 
Instantzia 712: Iragarpena = irrelevant 
Instantzia 713: Iragarpena = neutral 
Instantzia 714: Iragarpena = neutral 
Instantzia 715: Iragarpena = irrelevant 
Instantzia 716: Iragarpena = irrelevant 
Instantzia 717: Iragarpena = irrelevant 
Instantzia 718: Iragarpena = neutral 
Instantzia 719: Iragarpena = irrelevant 
Instantzia 720: Iragarpena = neutral 
Instantzia 721: Iragarpena = irrelevant 
Instantzia 722: Iragarpena = neutral 
Instantzia 723: Iragarpena = neutral 
Instantzia 724: Iragarpena = negative 
Instantzia 725: Iragarpena = negative 
Instantzia 726: Iragarpena = negative 
Instantzia 727: Iragarpena = positive 
Instantzia 728: Iragarpena = irrelevant 
Instantzia 729: Iragarpena = neutral 
Instantzia 730: Iragarpena = irrelevant 
Instantzia 731: Iragarpena = irrelevant 
Instantzia 732: Iragarpena = irrelevant 
Instantzia 733: Iragarpena = neutral 
Instantzia 734: Iragarpena = neutral 
Instantzia 735: Iragarpena = neutral 
Instantzia 736: Iragarpena = irrelevant 
Instantzia 737: Iragarpena = neutral 
Instantzia 738: Iragarpena = irrelevant 
Instantzia 739: Iragarpena = negative 
Instantzia 740: Iragarpena = irrelevant 
Instantzia 741: Iragarpena = negative 
Instantzia 742: Iragarpena = positive 
Instantzia 743: Iragarpena = irrelevant 
Instantzia 744: Iragarpena = neutral 
Instantzia 745: Iragarpena = neutral 
Instantzia 746: Iragarpena = neutral 
Instantzia 747: Iragarpena = neutral 
Instantzia 748: Iragarpena = irrelevant 
Instantzia 749: Iragarpena = neutral 
Instantzia 750: Iragarpena = neutral 
Instantzia 751: Iragarpena = irrelevant 
Instantzia 752: Iragarpena = neutral 
Instantzia 753: Iragarpena = neutral 
Instantzia 754: Iragarpena = neutral 
Instantzia 755: Iragarpena = irrelevant 
Instantzia 756: Iragarpena = irrelevant 
Instantzia 757: Iragarpena = neutral 
Instantzia 758: Iragarpena = irrelevant 
Instantzia 759: Iragarpena = positive 
Instantzia 760: Iragarpena = neutral 
Instantzia 761: Iragarpena = neutral 
Instantzia 762: Iragarpena = neutral 
Instantzia 763: Iragarpena = irrelevant 
Instantzia 764: Iragarpena = irrelevant 
Instantzia 765: Iragarpena = neutral 
Instantzia 766: Iragarpena = neutral 
Instantzia 767: Iragarpena = neutral 
Instantzia 768: Iragarpena = positive 
Instantzia 769: Iragarpena = irrelevant 
Instantzia 770: Iragarpena = neutral 
Instantzia 771: Iragarpena = irrelevant 
Instantzia 772: Iragarpena = irrelevant 
Instantzia 773: Iragarpena = irrelevant 
Instantzia 774: Iragarpena = neutral 
Instantzia 775: Iragarpena = neutral 
Instantzia 776: Iragarpena = irrelevant 
Instantzia 777: Iragarpena = irrelevant 
Instantzia 778: Iragarpena = irrelevant 
Instantzia 779: Iragarpena = irrelevant 
Instantzia 780: Iragarpena = neutral 
Instantzia 781: Iragarpena = irrelevant 
Instantzia 782: Iragarpena = neutral 
Instantzia 783: Iragarpena = negative 
Instantzia 784: Iragarpena = irrelevant 
Instantzia 785: Iragarpena = irrelevant 
Instantzia 786: Iragarpena = neutral 
Instantzia 787: Iragarpena = negative 
Instantzia 788: Iragarpena = neutral 
Instantzia 789: Iragarpena = neutral 
Instantzia 790: Iragarpena = positive 
Instantzia 791: Iragarpena = irrelevant 
Instantzia 792: Iragarpena = irrelevant 
Instantzia 793: Iragarpena = neutral 
Instantzia 794: Iragarpena = irrelevant 
Instantzia 795: Iragarpena = neutral 
Instantzia 796: Iragarpena = neutral 
Instantzia 797: Iragarpena = irrelevant 
Instantzia 798: Iragarpena = irrelevant 
Instantzia 799: Iragarpena = neutral 
Instantzia 800: Iragarpena = neutral 
Instantzia 801: Iragarpena = negative 
Instantzia 802: Iragarpena = negative 
Instantzia 803: Iragarpena = neutral 
Instantzia 804: Iragarpena = irrelevant 
Instantzia 805: Iragarpena = neutral 
Instantzia 806: Iragarpena = irrelevant 
Instantzia 807: Iragarpena = neutral 
Instantzia 808: Iragarpena = irrelevant 
Instantzia 809: Iragarpena = neutral 
Instantzia 810: Iragarpena = negative 
Instantzia 811: Iragarpena = irrelevant 
Instantzia 812: Iragarpena = neutral 
Instantzia 813: Iragarpena = irrelevant 
Instantzia 814: Iragarpena = neutral 
Instantzia 815: Iragarpena = neutral 
Instantzia 816: Iragarpena = neutral 
Instantzia 817: Iragarpena = neutral 
Instantzia 818: Iragarpena = irrelevant 
Instantzia 819: Iragarpena = neutral 
Instantzia 820: Iragarpena = neutral 
Instantzia 821: Iragarpena = neutral 
Instantzia 822: Iragarpena = neutral 
Instantzia 823: Iragarpena = irrelevant 
Instantzia 824: Iragarpena = neutral 
Instantzia 825: Iragarpena = irrelevant 
Instantzia 826: Iragarpena = irrelevant 
Instantzia 827: Iragarpena = negative 
Instantzia 828: Iragarpena = irrelevant 
Instantzia 829: Iragarpena = neutral 
Instantzia 830: Iragarpena = neutral 
Instantzia 831: Iragarpena = irrelevant 
Instantzia 832: Iragarpena = positive 
Instantzia 833: Iragarpena = neutral 
Instantzia 834: Iragarpena = irrelevant 
Instantzia 835: Iragarpena = irrelevant 
Instantzia 836: Iragarpena = irrelevant 
Instantzia 837: Iragarpena = neutral 
Instantzia 838: Iragarpena = neutral 
Instantzia 839: Iragarpena = neutral 
Instantzia 840: Iragarpena = neutral 
Instantzia 841: Iragarpena = irrelevant 
Instantzia 842: Iragarpena = neutral 
Instantzia 843: Iragarpena = neutral 
Instantzia 844: Iragarpena = neutral 
Instantzia 845: Iragarpena = irrelevant 
Instantzia 846: Iragarpena = irrelevant 
Instantzia 847: Iragarpena = neutral 
Instantzia 848: Iragarpena = irrelevant 
Instantzia 849: Iragarpena = irrelevant 
Instantzia 850: Iragarpena = neutral 
Instantzia 851: Iragarpena = neutral 
Instantzia 852: Iragarpena = neutral 
Instantzia 853: Iragarpena = neutral 
Instantzia 854: Iragarpena = neutral 
Instantzia 855: Iragarpena = irrelevant 
Instantzia 856: Iragarpena = neutral 
Instantzia 857: Iragarpena = neutral 
Instantzia 858: Iragarpena = neutral 
Instantzia 859: Iragarpena = irrelevant 
Instantzia 860: Iragarpena = irrelevant 
Instantzia 861: Iragarpena = irrelevant 
Instantzia 862: Iragarpena = neutral 
Instantzia 863: Iragarpena = neutral 
Instantzia 864: Iragarpena = neutral 
Instantzia 865: Iragarpena = neutral 
Instantzia 866: Iragarpena = neutral 
Instantzia 867: Iragarpena = irrelevant 
Instantzia 868: Iragarpena = negative 
Instantzia 869: Iragarpena = irrelevant 
Instantzia 870: Iragarpena = irrelevant 
Instantzia 871: Iragarpena = irrelevant 
Instantzia 872: Iragarpena = neutral 
Instantzia 873: Iragarpena = neutral 
Instantzia 874: Iragarpena = neutral 
Instantzia 875: Iragarpena = irrelevant 
Instantzia 876: Iragarpena = neutral 
Instantzia 877: Iragarpena = negative 
Instantzia 878: Iragarpena = negative 
Instantzia 879: Iragarpena = neutral 
Instantzia 880: Iragarpena = negative 
Instantzia 881: Iragarpena = neutral 
Instantzia 882: Iragarpena = irrelevant 
Instantzia 883: Iragarpena = neutral 
Instantzia 884: Iragarpena = irrelevant 
Instantzia 885: Iragarpena = irrelevant 
Instantzia 886: Iragarpena = negative 
Instantzia 887: Iragarpena = neutral 
Instantzia 888: Iragarpena = neutral 
Instantzia 889: Iragarpena = irrelevant 
Instantzia 890: Iragarpena = positive 
Instantzia 891: Iragarpena = neutral 
Instantzia 892: Iragarpena = neutral 
Instantzia 893: Iragarpena = neutral 
Instantzia 894: Iragarpena = neutral 
Instantzia 895: Iragarpena = negative 
Instantzia 896: Iragarpena = irrelevant 
Instantzia 897: Iragarpena = neutral 
Instantzia 898: Iragarpena = irrelevant 
Instantzia 899: Iragarpena = irrelevant 
Instantzia 900: Iragarpena = neutral 
Instantzia 901: Iragarpena = neutral 
Instantzia 902: Iragarpena = irrelevant 
Instantzia 903: Iragarpena = irrelevant 
Instantzia 904: Iragarpena = neutral 
Instantzia 905: Iragarpena = neutral 
Instantzia 906: Iragarpena = irrelevant 
Instantzia 907: Iragarpena = neutral 
Instantzia 908: Iragarpena = negative 
Instantzia 909: Iragarpena = irrelevant 
Instantzia 910: Iragarpena = irrelevant 
Instantzia 911: Iragarpena = neutral 
Instantzia 912: Iragarpena = irrelevant 
Instantzia 913: Iragarpena = neutral 
Instantzia 914: Iragarpena = neutral 
Instantzia 915: Iragarpena = irrelevant 
Instantzia 916: Iragarpena = irrelevant 
Instantzia 917: Iragarpena = irrelevant 
Instantzia 918: Iragarpena = neutral 
Instantzia 919: Iragarpena = neutral 
Instantzia 920: Iragarpena = irrelevant 
Instantzia 921: Iragarpena = neutral 
Instantzia 922: Iragarpena = positive 
Instantzia 923: Iragarpena = neutral 
Instantzia 924: Iragarpena = irrelevant 
Instantzia 925: Iragarpena = positive 
Instantzia 926: Iragarpena = positive 
Instantzia 927: Iragarpena = irrelevant 
Instantzia 928: Iragarpena = irrelevant 
Instantzia 929: Iragarpena = irrelevant 
Instantzia 930: Iragarpena = neutral 
Instantzia 931: Iragarpena = neutral 
Instantzia 932: Iragarpena = irrelevant 
Instantzia 933: Iragarpena = irrelevant 
Instantzia 934: Iragarpena = irrelevant 
Instantzia 935: Iragarpena = neutral 
Instantzia 936: Iragarpena = neutral 
Iragarpen osatuak.
